"ID","Primary_Text","Analyzed_Word","Glosses","Translation","Comment","LGR"
"a2266","yanyak kwot we mnz zräkwr","yan\yak/	kwot	we	mnz	zrä\kwr/","3SG.M:NPST:IPFV:VENT\come	properly	also	house	2|3SG>3SG.F:IRR:PFV\hit","He approached the house and knocked hard.","","WORD_ALIGNED"
"a2267","neba zräkwr","neba	zrä\kwr/","opposite	2|3SG>3SG.F:IRR:PFV\hit","He knocked on the other side.","","WORD_ALIGNED"
"a2268","nagayé fäth kranmätrth","nagayé	fäth	kran\mätr/th","children	DIM	2|3DU:IRR:PFV:VENT\exit","The little children came out.","","WORD_ALIGNED"
"a2269","madma kafarwä katan srak fäth","madma	kafar	=wä	katan	srak	fäth","female	big	=EMPH	small	boy	DIM","The big girl and the small boy.","","WORD_ALIGNED"
"a2272","wati thmesa bobo ŋars rokurokufo","wati	th\mes/a	bobo	ŋars	rokuroku	=fo","then	SG>2|3DU:PST:PFV\bring	MED:ALL	river	river_bank	=ALL","He took them to the riverbank there.","","WORD_ALIGNED"
"a2274","wati foba zetharufath","wati	foba	ze\tharuf/ath","then	DIST:ABL	2|3PL:PST:IPFV\enter_open_cont","Then they got into the canoe.","","WORD_ALIGNED"
"a2275","gardame katan emothf sfrafinzrm","garda	=me	katan	emoth	=f	sf\rafi/nzrm","canoe	=INS	small	sister	=ERG.SG	SG>3SG.M:PST:DUR\paddle","The little girl paddled the canoe.","","WORD_ALIGNED"
"a2276","nafangth thden sfrärm gardan","nafa-	ngth	thd	=en	sf\rä/rm	garda	=en","3.POSS-	younger_sibling	middle	=LOC	3SG.M:PST:DUR\be	canoe	=LOC","Her little brother sat in the centre of the canoe.","","WORD_ALIGNED"
"a2277","kukufia mane sfrärm kofär ane gäwkarä sukogrm","kukufia	mane	sf\rä/rm	kofä	=r	ane	gäw	=karä	su\ko/grm","PN	which	3SG.M:PST:DUR\be	fish	=PURP	DEM	fish_spear	=PROP	3SG.M:PST:DUR:STAT\be_standing","Kukufia stood there at the front with his harpoon, looking for fish.","","WORD_ALIGNED"
"a2279","watik kwazür srämg","watik	kwazür	srä\mg/","then	fish_species	2|3SG>3SG.M:IRR:PFV\shoot","Then he speared a kwazür fish.","kwazür = narrow fronted tandan (Neosilurus ater)","WORD_ALIGNED"
"a2281","kwazür ysme nge fäth srärmir","kwazür	ys	=me	nge	fäth	srä\rmir/","fish_species	spike	=INS	child	DIM	2|3SG>3SG.M:IRR:PFV\pierce","With the Kwazür spines, he pricked the little boy.","","WORD_ALIGNED"
"a2283","etha ys kwazür ane mane yaththgr ane ysme yrmigwr","etha	ys	kwazür	ane	mane	ya\thth/gr	ane	ys	=me	y\rmig/wr","three	spike	fish_species	DEM	which	3SG.M.IO:NPST:STAT\be_sticking_on	DEM	spike	=INS	2|3SG>3SG.M:NPST:IPFV\pierce","With those three spines on the kwazür, he poked him with those.","","WORD_ALIGNED"
"a2285","we foba we krerafifth thwä zrämg","we	foba	we	kre\rafif/th	thwä	zrä\mg/","also	DIST:ABL	also	2|3PL:IRR:PFV\paddle	catfish	2|3SG>3SG.F:IRR:PFV\shoot","From there they paddled a little further and he shot a catfish.","thwä = triangular shield catfish (Sciades leptaspis)","WORD_ALIGNED"
"a2286","nimamenzo ŋarafinzrth kaftfr we foba kränbrimth","nima	=me	=nzo	ŋa\rafi/nzrth	kaftfr	we	foba	krän\brim/th","like_this	=INS	=ONLY	2|3PL:NPST:IPFV\paddle	PLN	also	DIST:ABL	2|3PL:PST:PFV:VENT\return","They paddled until Kaftfr and then returned from there.","","WORD_ALIGNED"
"a2287","nge kma kwawarkwrm zima","nge	kma	kwa\wark/wrm	zi	=ma","child	POT	SG:PST:DUR\howl	pain	=CHAR","The boy must have cried because of the pain.","","WORD_ALIGNED"
"a2289","keke naf kukufia kwarizrm","keke	naf	kukufia	kwa\riz/rm","NEG	3SG.ERG	PN	2|3SG:PST:DUR\hear","But Kukufia wasn't paying attention.","","WORD_ALIGNED"
"a2290","watik foba ŋanrafinzrth e mnzärfr swäyé","watik	foba	ŋan\rafi/nzrth	e	mnzärfr	swäyé","then	DIST:ABL	2|3PL:NPST:IPFV:VENT\paddle	until	PLN	canoe_place","They paddled back to the canoe place at Mnzärfr.","","WORD_ALIGNED"
"a2292","watik foba fof nagayé we thranbrim","watik	foba	fof	nagayé	we	thran\brim/","then	DIST:ABL	EMPH	children	also	2|3SG>2|3DU:IRR:PFV:VENT\return","From there, he brought them back.","","WORD_ALIGNED"
"a2293","nagayé fäth thnriftha","nagayé	fäth	thn\rifth/a","children	DIM	SG>2|3DU:PST:PFV:VENT\send","He sent the little children away","","WORD_ALIGNED"
"a2294","fi we kränbrim e masu gardamenzo","fi	we	krän\brim/	e	masu	garda	=me	=nzo","3.ABS	also	2|3SG:IRR:PFV:VENT\return	until	PLN	canoe	=INS	=ONLY","and he returned to Masu by canoe.","","WORD_ALIGNED"
"a2296","kräfref ŋaremedbo kofä thräthayfth","krä\fref/	ŋare	=medbo	kofä	thrä\thayf/th","2|3SG:IRR:PFV\come_up_from_river	wife	=ALL.ANIM.NSG	fish	2|3SG>2|3PL:IRR:PFV\present","He came up from the river and showed his wives the fish.","","WORD_ALIGNED"
"a2298","etha efoth nima tmatm ŋafiyokwa fof","etha	efoth	nima	tmatm	ŋa\fiyok/wa	fof","three	day	like_this	action	2|3SG:PST:IPFV\make	EMPH","He continued this over the course of three days.","","WORD_ALIGNED"
"a2300","nä kayé nafanme ŋafe karesa zfth foba","nä	kayé	nafanme	ŋafe	karesa_zfth	foba","INDF	one_day_away	3NSG.POSS	father	PLN	DIST:ABL","One day the children's father came from Karesa Zfth.","","WORD_ALIGNED"
"a2302","nafaŋame yansriza","nafa-	ŋame	yan\sriz/a","3.POSS-	mother	SG>3SG.M:PST:IPFV:VENT\send","Their mother had sent him.","","WORD_ALIGNED"
"a2303","fafen nge zi swathizrm ekri zi kofä ysma","fafen	nge	zi	swa\thiz/rm	ekri	zi	kofä	ys	=ma","meanwhile	child	pain	3SG.M:PST:DUR\die	body	pain	fish	spike	=CHAR","In the meantime, the boy was in pain, physical pain from the fish spines.","","WORD_ALIGNED"
"a2307","watik nafaŋafe mane yanra nagayé thrathorthm","wati	nafa-	ŋafe	mane	yan\r/a	nagayé	thra\thorthm/","then	3.POSS-	father	which	3SG.M:PST:IPFV:VENT\be	children	2|3SG>2|3DU:IRR\search","Their father came looking for them.","","WORD_ALIGNED"
"a4923","nagayé fi wtrima ŋagathiknath mnz mrmr etfth mnzen","nagayé	fi	wtri	=ma	ŋa\gathik/nath	mnz	mrmr	etfth	mnz	=en","children	3.ABS	fear	=CHAR	2|3DU:NPST:IPFV\leave	house	inside	sleep	house	=LOC","The children stayed in fear in the house, inside the sleeping house.","","WORD_ALIGNED"
"a2311","wati nagayé srarfitfth ""ŋafe ni znrn katan nagayé""","wati	nagayé	sra\rfitf/th	ŋafe	ni	z=	n\rn/	katan	nagayé","then	children	2|3DU>3SG.M:IRR:PFV\answer	father	1NSG	PROX=	1DU:NPST:IPFV\be	small	children","Then the children replied: ""Father, we little children are here!""","","WORD_ALIGNED"
"a2314","wati ŋafe kräntf thramar ""oh nimakarä ern""","wati	ŋafe	krän\tf/	thra\mar/	oh	nima	=karä	e\rn/","then	father	2|3SG:IRR:PFV:VENT\walk	2|3SG>2|3DU:IRR:PFV\see	oh	like_this	=PROP	2|3DU:NPST:IPFV\be","The father came and saw them. He said: ""Oh, so that's what is going on!","","WORD_ALIGNED"
"a2316","""watik, moba kabe yanyak?""","watik	moba	kabe	yan\yak/","then	where.ABL	man	3SG.M:NPST:IPFV:VENT\come","Where did that man come from?""","","WORD_ALIGNED"
"a4924","""keke, masufa yanyak. yf yé ane kukufia""","keke	masu	=fa	yan\yak/	yf	\yé/	ane	kukufia","NEG	PLN	=ABL	3SG.M:NPST:IPFV:VENT\come	name	3SG.M:NPST:IPFV\be	DEM	PN","""No, he came from Masu. His name is Kukufia.""","","WORD_ALIGNED"
"a2319","ane zizin Kukufia we sathora fof","ane	zizi	=en	kukufia	we	sa\thor/a	fof","DEM	afternoon	=LOC	PN	also	3SG.M:PST:PFV\appear	EMPH","Kukufia came back that afternoon.","","WORD_ALIGNED"
"a2321","fänwä we garda sränzin mnzärfren zran","fän	=wä	we	garda	srän\zin/	mnzärfr	=en	zra	=en","DIST	=EMPH	also	canoe	2|3SG>3SG.M:IRR:PFV:VENT\put_down	PLN	=LOC	swamp	=LOC","He left his canoe at the swamp near Mnzärfr","","WORD_ALIGNED"
"a4926","wati zänfrefa yaniyak","wati	zän\fref/a	yan\yak/","then	2|3SG:PST:PFV:VENT\come_up_from_river	3SG.M:NPST:IPFV:VENT\come","and came up from river.","","WORD_ALIGNED"
"a2324","nagayé kma né zirkn thrathkäf zirkn we kwot zirkn","nagayé	kma	né	zirkn	thra\thkäf/	zirkn	we	kwot	zirkn","children	POT	IMN	insistence	2|3SG>2|3PL:IRR:PFV\start	insistence	also	properly	insistence","He started to bully the children, over and over again.","","WORD_ALIGNED"
"a2326","keke. nafane ŋafe fi banbanen sfrugrm","keke	nafane	ŋafe	fi	banban	=en	sf\ru/grm","NEG	3SG.POSS	father	3.ABS	underneath	=LOC	3SG.M:PST:DUR\sleep","They did not react. The father was under the house.","","WORD_ALIGNED"
"a2327","with tagame z ŋathäfa","with	taga	=me	z	ŋa\thäf/a","banana	leaf	=INS	IAM	2|3SG:PST:IPFV\cover","He had covered himself with banana leaves.","","WORD_ALIGNED"
"a2328","watik, nafaŋafe kräyuf","watik	nafa-	ŋafe	krä\yuf/","then	3.POSS-	father	2|3SG:IRR:PFV\stand","Then the father stood up.","","WORD_ALIGNED"
"a2329","nagayé maneme thythy thfrnm fobo samga fof","nagayé	mane	=me	thythy	thf\rn/m	fobo	sa\mg/a	fof","children	which	=INS	mucking_around	2|3DU:PST:DUR\be	DIST:ALL	SG>3SG.M:PST:PFV\shoot	EMPH","While the children were distracting Kukufia, he shot him from there.","","WORD_ALIGNED"
"a2330","kukufia näbi zamatha dunzikarä","kukufia	näbi	za\math/a	dunzi	=karä","PN	one	2|3SG:PST:PFV\run	arrow	=PROP","Kukufia ran off with the arrow in his body.","","WORD_ALIGNED"
"a2331","ŋakwir e Masu","ŋa\kwir/	e	masu","2|3SG:NPST:IPFV\run	until	PLN","He ran all the way to Masu.","","WORD_ALIGNED"
"a2332","kräkwther","krä\kwther/","2|3SG:IRR:PFV\change","He changed (his appearance).","","WORD_ALIGNED"
"a2333","nafane ŋare mane zfrärm edama thrma ŋare.","nafane	ŋare	mane	zf\rä/rm	eda	=ma	thrma	ŋare","3SG.POSS	wife	which	3SG.F:PST:DUR\be	two	=CHAR	later	wife","It was his wife, the second one, the latter wife,","","WORD_ALIGNED"
"a2334","wati, mämen fobo zämira fof.","wati	mäm	=en	fobo	zä\mir/a	fof","then	breast	=LOC	DIST:ALL	2|3SG:PST:PFV\hang	EMPH","on whose breast he clung (as a baby).","","WORD_ALIGNED"
"a2336","wati nagayaneme ŋafyf zöfäthakfa zba zf frknzo yamrinza bänemr e masu","wati	nagayé	=aneme	ŋafe	=f	zöfäthak	=fa	zba	zf	frk	=nzo	ya\mri/nza	bänemr	masu","then	children	=POSS.NSG	father	=ERG.SG	PLN	=ABL	PROX:ABL	ABSC	blood	=ONLY	SG>3SG.M:PST:IPFV\chase	until	PLN","The father followed the blood trail from Zöfäthak to Masu.","","WORD_ALIGNED"
"a2337","watik fobo fof nafaŋare thras ""befis myé?""","watik	fobo	fof	nafa-	ŋare	thra\s/	be-	fis	m=	\yé/","then	DIST:ALL	EMPH	3.POSS-	wife	2|3SG>2|3DU:IRR:PFV\ask	2SG.POSS-	husband	IGNO=	3SG.M:NPST:IPFV\be","There he asked the two wives: ""Where is your husband?""","","WORD_ALIGNED"
"a2340","""keke zä yé. z zamath. mataknzo yé.""","keke	zä	\yé/	z	za\math/	matak	=nzo	\yé/","NEG	PROX	3SG.M:NPST:IPFV\be	IAM	2|3SG:RPST:PFV\run	nothing	=ONLY	3SG.M:NPST:IPFV\be","""He's not here. He's run away. He's gone.""","","WORD_ALIGNED"
"a4927","watik zära","watik	zä\r/a","then	SG:PST:PFV\do","Then he asked","","WORD_ALIGNED"
"a2342","""mane kwa fof srarä? nge ane fof yé.""","mane	kwa	fof	sra\rä/	nge	ane	fof	\yé/","which	FUT	EMPH	3SG.M:IRR:IPFV\be	child	DEM	EMPH	3SG.M:NPST:IPFV\be","""Who's that supposed to be? It's this child!","","WORD_ALIGNED"
"a4928","katan nge fur fof yé.","katan	nge	fur	for	\yé/","small	child	bundle	EMPH	3SG.M:NPST:IPFV\be","The little baby is him!""","","WORD_ALIGNED"
"a2343","wati nagayaneme ŋafyf ane nge fr saferfa","wati	nagayé	=aneme	ŋafe	=f	ane	nge	fr	sa\ferf/a","then	children	=POSS.NSG	father	=ERG.SG	DEM	child	post	SG>3SG.M:PST:PFV\whip_against_sth","The father smashed the baby against a tree","","WORD_ALIGNED"
"a2345","ŋareyé efna edawä ane fof kwosirwä","ŋare	=é	e\fn/na	eda	=wä	ane	fof	kwosi	=r	=wä","woman	=ABS.NSG	SG>2|3DU:PST:IPFV\hit	two	=EMPH	DEM	EMPH	dead	=PURP	=EMPH","and beat both women to death.","","WORD_ALIGNED"
"a2348","wati fi zänbrima zöfäthak roku","wati	fi	zän\brim/a	zöfäthak	roku","then	3.ABS	2|3SG:PST:PFV:VENT\return	PLN	PLN","Then he returned to Zöfäthak, to Rouku.","","WORD_ALIGNED"
"a2350","wati ŋare fi wmiyanza","wati	ŋare	fi	w\miya/nza","then	wife	3.ABS	SG>3SG.F:PST:IPFV\fetch","He fetched the wife","","WORD_ALIGNED"
"a2352","nafaŋare zränmes karesa zfthfa nagaynmedbo","nafa-	ŋare	zrän\mes/	karesa_zfth	=fa	nagayé	=nmedbo","3.POSS-	wife	2|3SG>3SG.F:RPST:PFV:VENT\bring	PLN	=ABL	children	=ALL.ANIM.NSG","from Karesa Zfth and brought her back to the children.","","WORD_ALIGNED"
"a2353","wati trikasi fof zäbth","watik	trikasi	fof	zä\bth/","then	story	EMPH	2|3SG:RPST:PFV\finish","Well, that is the end story of the story.","","WORD_ALIGNED"
"a2355","trikasi zfrä tnz","trikasi	zf\rä/	tnz","story	3SG.F:RPST:IPFV\be	short","It was a short story.","","WORD_ALIGNED"
"a2356","eso kafar","eso	kafar","thanks	big","Thank you very much.","","WORD_ALIGNED"
