"ID","Primary_Text","Analyzed_Word","Glosses","Translation","Comment","LGR"
"a1717","karo wrzöbnth","karo	w\rzöb/nth","ground_oven	2|3DU>2|3PL:NPST:IPFV\cover","They closed up the oven.","","WORD_ALIGNED"
"a1718","wrnth ŋarznth tauri ane erzöbnath","w\rn/th	ŋa\rz/nth	tauri	ane	e\rzöb/nath","2|3DU>3SG.F:NPST:IPFV\do	2|3DU:NPST:IPFV\throw	wallaby	DEM	2|3DU>2|3PL:PST:IPFV\close_oven","They threw out (the little pieces of wood). They covered the wallaby meat.","","WORD_ALIGNED"
"a1719","okay nzürna ŋare fi sakora","okay	nzürna	ŋare	fi	sa\kor/a","okay	spirit_woman	woman	3.ABS	SG>3SG.M:PST:PFV\speak","Okay, the Nzürna said,","","WORD_ALIGNED"
"a1721","""bänemr kwa nkasinzé yamr""","bäne	=r	kwa	n\kasi/nzé	yam	=r","PH	=PURP	FUT	1SG>2SG:NPST:IPFV\open_up	louse	=PURP","""I'll pick your lice out.""","","WORD_ALIGNED"
"a1722","yamr bres krämnzer","yam	=r	bres	krä\mnzer/","louse	=PURP	Bres	2|3SG:IRR:PFV\fall_asleep","Bres laid down.","","WORD_ALIGNED"
"a1723","zä kwanfathwrm. si mätraksir né sfrärm","zä	kwan\fath/wrm	si	mätrak	-si	=r	n	sf\rä/rm","PROX	SG:PST:DUR:VENT\hold	eyes	exit	-NMLZ	=PURP	IMN	3SG.M:PST:DUR\be","She was holding his head like this, and tried to pull out his eyeballs.","","WORD_ALIGNED"
"a1724","zanr sathkäfa nzürna ŋaref","zan	=r	sa\thkäf/a	nzürna	ŋare	=f","hit	=PURP	SG>3SG.M:PST:PFV\start	spirit_woman	wife	=ERG.SG","The nzürna was trying to kill him,","","WORD_ALIGNED"
"a1725","dagonr fof","dagon	=r	fof","food	=PURP	EMPH","to eat him really.","","WORD_ALIGNED"
"a1726","""ah ausi nima rar ŋafiyokwr?"" ""keke yam zbo erä sin""","ah	ausi	nima	rar	ŋa\fiyok/wr	keke	yam	zbo	e\rä/	si	=en","ah	old_woman	like_this	what.PURP	2|3SG:NPST:IPFV\make	NEG	louse	PROX:ALL	2|3PL:NPST:IPFV\be	eyes	=LOC","He said ""Old woman, why are you doing this?"" She replied ""No, here are lice in your eyes.""","","WORD_ALIGNED"
"a1727","watik zakora","wati	za\kor/a","then	SG>3SG.F:PST:PFV\speak","Then he told her:","","WORD_ALIGNED"
"a1729","""nima käthf no kwanrin dbäwth""","nima	kä\thf/	no	kwan\rin/	dbäwth","like_this	2SG:IMP:PFV\walk	water	2SG>1SG.IO:IMP:PFV:VENT\pour	PLN","""You go and fetch some water for me from Débäwéth.","","WORD_ALIGNED"
"a1730","mrrab fafä satrakumth""","mrrab	fafä	sa\trakumth/","small_bamboo	after_that	2SG>3SG.M:IMP:PFV\smash","Break some bamboos after that!""","","WORD_ALIGNED"
"a1731","""okay, nzefé kwa kräré.""","okay	nzefé	kwa	krä\r/é","okay	1SG.ERG.EMPH	FUT	1SG:IRR:PFV\do","""Okay, I will do that.""","","WORD_ALIGNED"
"a1732","fi mane wiyaka wämnen zärbetha","fi	mane	w\yak/a	wämne	=en	zä\rbeth/a","3.ABS	which	3SG.F:PST:IPFV\walk	tree	=LOC	SG:PST:PFV\protect","She walked of, but she hid behind a tree.","","WORD_ALIGNED"
"a1733","zämora yir yarinakwr","zä\mor/a	yir	ya\rinak/wr","SG:PST:PFV\lean	urine	2|3SG>3SG.M.IO:NPST:IPFV\pour","She leaned (against the tree) and pissed in the container for him.","","WORD_ALIGNED"
"a1735","yir no yanzänzr fobo ""zrä""","yir	no	yan\zä/nzr	fobo	z=	\rä/","urine	water	2|3SG>3SG.M.IO:NPST:IPFV:VENT\carry	DIST:ALL	PROX=	3SG.F:NPST:IPFV\be","She brought the urine for him and said ""Here you go.""","","WORD_ALIGNED"
"a1737","nima zakumtha ""keke","nima	za\kumth/a	keke","like_this	SG>3SG.F:PST:PFV\smell	NEG","He smelled it and said ""No","","WORD_ALIGNED"
"a1738","ausi yir befé zane nzürinakwr","ausi	yir	befé	zane	nz=	w\rinak/wr","old_woman	urine	2SG.ERG.EMPH	DEM:PROX	IPST=	2|3SG>3SG.F:NPST:IPFV\pour","you just pissed into it.","","WORD_ALIGNED"
"a1739","kwot gniyaké bobo mrrab bä zatrakumth""","kwot	gn\yak/é	bobo	mrrab	bä	za\trakumth/","properly	2SG:IMP:IPFV\walk	MED:ALL	small_bamboo	MED	2SG>3SG.F:IMP:PFV\smash","Go again! and smash the bamboos too.""","","WORD_ALIGNED"
"a1741","wati ausi zefara mrrab bä fof zatrakumtha ebaren","wati	ausi	ze\far/a	mrrab	bä	fof	za\trakumth/a	ebar	=en","then	old_woman	SG:PST:PFV\set_off	small_bamboo	MED	EMPH	2SG>3SG.F:PST:PFV\smash	head	=LOC","She walked away and really hit the bamboo on her head.","","WORD_ALIGNED"
"a1743","bresf bäne karo zathkäfa thasi fof","bres	=f	bäne	karo	za\thkäf/a	tha	-si	fof","Bres	=ERG.SG	PH.ABS	ground_oven	SG>3SG.F:PST:PFV\start	open_oven	-NMLZ	EMPH","Meanwhile, Bres began to open the oven.","","WORD_ALIGNED"
"a1745","tauri thefafa näbun kma yakme ewäthwa","tauri	thä\faf/a	näbun	kma	yakme	e\wäth/wa","wallaby	SG>2|3PL:PST:PFV\hold	INDF	POT	quickly	SG>2|3PL:PST:IPFV\wrap","He grabbed some of the wallaby meat and quickly wrapped them up.","","WORD_ALIGNED"
"a1746","nä ane thägathifa","nä	ane	thä\gathif/a","INDF	DEM	SG>2|3PL:PST:PFV\leave","He left some of the meat behind","","WORD_ALIGNED"
"a1747","fi zamatha mnzfo yirko","fi	za\math/a	mnz	=fo	yirko","3.ABS	SG:PST:PFV\run	house	=ALL	Yirko","and he ran towards the house at Yirko.","","WORD_ALIGNED"
"a1749","ausi nafaŋame ausi bana fam wrera","ausi	nafa-	ŋame	ausi	bana	fam	w\rä/ra","old_woman	3.POSS-	mother	old_woman	pityful	thought	SG>3SG.F:PST:IPFV\do","He thought of his mother, the poor, old woman.","","WORD_ALIGNED"
"a1750","mane wiyaka zefara fi. nzürna ŋari zanthora","mane	w\yak/a	ze\far/a	fi	nzürna	ŋare	zan\thor/a","which	3SG.F:PST:IPFV\walk	SG:PST:PFV\set_off	3.ABS	spirit_woman	woman	3SG.F:PST:PFV:VENT\appear","As he ran off, the Nzürna arrived (back at the oven).","","WORD_ALIGNED"
"a1752","ra karesa erera karo ane kwafyunzrm","ra	karesa	e\rä/ra	karo	ane	kwa\fyu/nzrm","what.ABS	paperbark	2|3PL:PST:IPFV\be	ground_oven	DEM	SG:PST:DUR\swallow","Whatever bark and stones were lying around, she swallowed them.","","WORD_ALIGNED"
"a1753","nzürna ŋaref ŋafyunza thäbtha","nzürna	ŋare	=f	ŋa\fyu/nza	thä\bth/a","spirit_woman	wife	=ERG.SG	SG:PST:IPFV\swallow	SG>2|3PL:PST:PFV\finish","The Nzürna swallowed it all down. She finished it all.","","WORD_ALIGNED"
"a1755","tauri ane ŋafyunza wämne ssaböm bres mänwä swamnzrm wämne ssaböm berä","tauri	ane	ŋa\fyu/nza	wämne	ssaböm	bres	mänwä	swa\m/nzrm	wämne	ssaböm	b=	e\rä/","wallaby	DEM	SG:PST:IPFV\swallow	tree	fresh_leaves	Bres	where.EMPH	3SG.M:PST:DUR\sit	tree	fresh_leaves	MED=	2|3PL:NPST:IPFV\be","She swallowed the wallaby meat and the fresh leaves (in the oven) and the leaves that bres was sitting on.","","WORD_ALIGNED"
"a1756","ane ŋafyünza","ane	ŋa\fyu/nza","DEM	SG:PST:IPFV\swallow","She swallowed these.","","WORD_ALIGNED"
"a1757","sathkäfa bragsi","sa\thkäf/a	brag	-si","SG>3SG.M:PST:PFV\start	follow	-NMLZ","She began to follow him.","","WORD_ALIGNED"
"a1758","""bres"" foba zwanorm ""bres tauri nä kwarafinzo""","bres	foba	zwa\nor/m	bres	tauri	nä	kwa\rafinz/o","Bres	DIST:ABL	3SG.F:PST:DUR\shout	Bres	wallaby	INDF	2SG>1SG.IO:IMP:PFV:AND\put_on_top","She called out, ‘Bres, put down some wallaby meat for me!’","","WORD_ALIGNED"
"a1761","bresf nä thabr zwarafinzm wämnen","bres	=f	nä	thabr	zwa\rafi/nzm	wämne	=en","Bres	=ERG.SG	INDF	hand	SG>3SG.F.IO:PST:DUR\put_on_top	tree	=LOC","Bres put one wallby leg up on the branch for her","","WORD_ALIGNED"
"a1762","ane kwäfyurmo","ane	kwä\fyur/mo","DEM	SG:ITER:DUR:AND\swallow","and she gulped it down.","","WORD_ALIGNED"
"a1763","erna mnz ththora","e\rn/a	mnz	th\thor/a","2|3DU:PST:IPFV\be	house	2|3DU:PST:PFV\appear","They kept doing this until they approached the house.","","WORD_ALIGNED"
"a1765","okay, ausi zakora ""ŋame, nzürna ŋaryf wanmrinzr""","okay	ausi	za\kor/a	ŋame	nzürna	ŋare	=f	wan\mrinz/r","okay	old_woman	SG>3SG.F:PST:PFV\speak	mother	spirit_woman	woman	=ERG.SG	2|3SG>1SG:NPST:IPFV:VENT\chase","Okay, Bres said to the old woman: ""Mother, the Nzürna is after me.""","","WORD_ALIGNED"
"a1766","ausif sakora ""anema fof gukonzé nima kmam foba gniyaké""","ausi	=f	sa\kor/a	ane	=ma	fof	gu\ko/nzé	nima	kma	=m	foba	gn\yak/é","old_woman	=ERG.SG	SG>3SG.M:PST:PFV\speak	DEM	=CHAR	EMPH	1SG>2SG:RPST:IPFV\speak	like_this	POT	=APPR	DIST:ABL	2SG:IMP:IPFV\walk","The old woman said to him: ""That's why I told you not to go to this side.""","","WORD_ALIGNED"
"a1767","ausi bäne wäfiyokwa","ausi	bäne	wä\fiyok/wa","old_woman	PH.ABS	SG>3SG.F:PST:IPFV\make","The old woman was doing this,","","WORD_ALIGNED"
"a1769","wawa ane yabun yawi e eriknwa","wawa	ane	yabun	yawi	e	e\rikn/wa","round_yam	DEM	big	round_object	until	SG>2|3PL:NPST:IPFV\destroy","she pulled apart a big pile of yams.","","WORD_ALIGNED"
"a1771","fobo sakora ""kämnzer""","fobo	sa\kor/a	kä\mnzer/","DIST:ALL	SG>3SG.M:PST:PFV\speak	2SG:IMP:PFV\fall_asleep","She said to him: ""You lie down here!""","","WORD_ALIGNED"
"a1772","aneme ythäfa ynarwa sabtha","ane	=me	y\thäf/a	y\nar/wa	sa\bth/a","DEM	=INS	SG>3SG.M:PST:IPFV\cover	SG>3SG.M:PST:IPFV\press_down	SG>3SG.M:PST:PFV\finish","She covered him up and finshed this.","","WORD_ALIGNED"
"a1774","mnz wwäthwa kwot ŋadme sagathifa","mnz	w\wäth/wa	kwot	ŋad	=me	sa\gathif/a","house	SG>3SG.F:PST:IPFV\wrap	properly	rope	=INS	SG>3SG.M:PST:PFV\leave","She closed the door properly with a string and left him there.","","WORD_ALIGNED"
"a1776","ausi zwamnzrm mni thaken","ausi	zwa\m/nzrm	mni	thak	=en","old_woman	3SG.F:PST:DUR\sit	fire	fire_place	=LOC","She sat down by the fire.","","WORD_ALIGNED"
"a1777","mnzen fof zrfön nima bafen","mnz	=en	fof	zrfö	=en	nima	bafen","house	=LOC	EMPH	door	=LOC	like_this	PH.LOC","at the house door really.","","WORD_ALIGNED"
"a1778","fobo mane zanthora ""oh ngemäku""","fobo	mane	zan\thor/a	oh	ngemäku","DIST:ALL	which	3SG.F:PST:PFV:VENT\appear	oh	address_term","Then (the Nzürna) arrived and said ""Oh dear friend!""","","WORD_ALIGNED"
"a1780","watik ausi a nzürna ŋare zan zathkäfath","wati	ausi	a	nzürna	ŋare	zan	za\thkäf/ath","then	old_woman	and	spirit_woman	woman	fight	2|3DU:PST:PFV\start","The old woman and the Nzürna began to fight.","","WORD_ALIGNED"
"a1782","ausi bäneme kwafasinzrm yaka zanme","ausi	bäne	=me	kwa\fasi/nzrm	yaka	zan	=me","old_woman	PH	=INS	SG:PST:DUR\make_noise	digging_stick	hit	=INS","She hit her with the digging stick","","WORD_ALIGNED"
"a1783","""ra zisé wofnzr?","ra	zisé	wo\fn/zr","what.ABS	painful	2|3SG>1SG:NPST:IPFV\hit","""What pain are you giving me?","","WORD_ALIGNED"
"a1784","nzone ane nge sanmätr","nzone	ane	nge	san\mätr/","1SG.POSS	DEM	child	2SG>3SG.M:IMP:PFV:VENT\exit","Bring out my child!","","WORD_ALIGNED"
"a1785","zbo ythkgr""","zbo	y\th/kgr","PROX:ALL	3SG.M:NPST:STAT\be_inside","He is in here.""","","WORD_ALIGNED"
"a1786","""keke nzä ngemäre worä""","keke	nzä	nge	=mär	wo\rä/","NEG	1SG.ABS	child	=PRIV	1SG:NPST:IPFV\be","The old woman replied ""No, I don't have any children.""","","WORD_ALIGNED"
"a1787","zathkäfath zan","za\thkäf/ath	zan","2|3DU:PST:PFV\start	fight","They began to fight and","","WORD_ALIGNED"
"a1788","ane kwafnmth e","ane	kwa\fn/nmth	e","DEM	2|3DU:PST:DUR\fight	until","kept on fighting until","","WORD_ALIGNED"
"a1789","nzürna ŋare bäne sasryoftha züm","nzürna	ŋare	bäne	sa\sryofth/a	züm","spirit_woman	woman	PH.ABS	SG>3SG.M:PST:PFV\send	centipede","the Nzürna send in a centipede.","","WORD_ALIGNED"
"a1790","bres zbo yfrtha kamen ""ara"" ŋawarkwa","bres	zbo	y\fr/tha	kam	=en	ara	ŋa\wark/wa","Bres	PROX:ALL	SG>3SG.M:PST:IPFV\bite	back	=LOC	ouch	SG:PST:IPFV\howl","It bit Bres on the back and he yelled ""aaah"".","","WORD_ALIGNED"
"a1793","nzürna ŋaref bäne ŋad yrtmakwa zäthba","nzürna	ŋare	=f	ŋad	y\rtmak/wa	zä\thb/a","spirit_woman	wife	=ERG.SG	rope	SG>3SG.M:PST:IPFV\cut	SG:PST:PFV\enter","The Nzürna cut the string and went inside.","","WORD_ALIGNED"
"a1795","watik ""kwamänz""","wati	kwa\mänz/","then	2SG>1SG:IMP:PFV\lead","She said, ""You lead the way!""","","WORD_ALIGNED"
"a1797","bres zänmätra","bres	zän\mätr/a","Bres	SG:PST:PFV:VENT\exit","Bres came out.","","WORD_ALIGNED"
"a1798","watik, wth grigrinzo sanmätra","wati	wth	grigri	=nzo	san\mätr/a","then	faeces	maggot	=ONLY	SG>3SG.M:PST:PFV:VENT\exit","She pulled out the worm (from his guts) and","","WORD_ALIGNED"
"a1799","watik, fobo yanatha","wati	fobo	ya\na/tha","then	DIST:ALL	SG>3SG.M:NPST:IPFV\eat","then, she ate him.","","WORD_ALIGNED"
"a1800","watik fi zänbrima nrkarä","wati	fi	zän\brim/a	nr	=karä","then	3.ABS	SG:PST:PFV:VENT\return	belly	=PROP","She returned back home with a full stomach","","WORD_ALIGNED"
"a1801","ausi ya zagathif ya kwosi","ausi	ya	za\gathif/	ya	kwosi","old_woman	tear	2|3SG>3SG.F:RPST:PFV\leave	tear	dead","and left the old woman in tears. She was crying badly.","","WORD_ALIGNED"
"a1803","okay, nafane bzäbth","okay	nafane	b=	zä\bth/","okay	3SG.POSS	MED=	2|3SG:RPST:PFV\finish","Okay, this (part of the story) is finished.","","WORD_ALIGNED"
"a1804","ŋariyé bä wath znen kanfoken","ŋare	=é	bä	wath	zn	=en	kanfok	=en","woman	=ABS.NSG	MED	dance	place	=LOC	Kanfok	=LOC","The two women were at the dancing place at Kanfok.","","WORD_ALIGNED"
"a1805","erna bäne erna","e\rn/a	bäne	e\rn/a","2|3DU:PST:IPFV\be	PH.ABS	2|3DU:PST:IPFV\be","While they were there,","","WORD_ALIGNED"
"a1806","zargfath fi yiryir thatrakumtha","za\rgf/ath	fi	yir~	yir	tha\trakumth/a","2|3DU:PST:PFV\recognize	3.ABS	REDUP~	urine	SG>2|3DU:PST:PFV\smash","they realized something had happened. They suddenly had to pee.","A sudden urge of peeing is a sign that something bad has happened.","WORD_ALIGNED"
"a1808","nzenme kabe nabonzo bä yé o","nzenme	kabe	nabon	=nzo	bä	\yé/	o","1NSG.POSS	man	good	=ONLY	MED	3SG.M:NPST:IPFV\be	or","""Is our husband okay or not?""","","WORD_ALIGNED"
"a1810","zasath ""bä namänzo nrä?"" ""keke nzä nimäwä worä","za\s/ath	bä	namä	=nzo	n\rä/	keke	nzä	nima	=wä	wo\rä/","2|3DU:PST:PFV\ask	2.ABS	good	=ONLY	2SG:NPST:IPFV\be	NEG	1SG.ABS	like_this	=EMPH	1SG:NPST:IPFV\be","They asked each other ""Are you okay?"" ""No, I am the same (like you).","","WORD_ALIGNED"
"a1811","nzä yiryir z zwatrakumth""","nzä	yir~	yir	z	zwa\trakumth/","1SG.ABS	REDUP~	urine	IAM	2|3SG>1SG:RPST:PFV\smash","I've already wet myself.""","","WORD_ALIGNED"
"a1813","""krafare"" zbären zanfarath","kra\far/e	zbär	=en	zan\far/ath","1DU:IRR:PFV\set_off	night	=LOC	2|3DU:PST:PFV:VENT\set_off","""We'll get going."" They left during the night.","","WORD_ALIGNED"
"a1815","mät kar äniyana","mät	kar	än\yan/a","Mät	place	2|3DU:PST:IPFV:VENT\come","They came to Mät Kar.","","WORD_ALIGNED"
"a1816","thrathor","thra\thor/","2|3SG:IRR:PFV\appear","They arrived at the place there","","WORD_ALIGNED"
"a1817","ausi zranmarth ya zwanoro","ausi	zran\mar/th	ya	zwa\nor/o","old_woman	2|3DU>3SG.F:PST:PFV:VENT\see	tear	3SG.F:RPST:IPFV:AND\shout","and found old woman in tears.","","WORD_ALIGNED"
"a1818","thrakor ""benme kabe z ythkagr","thra\kor/	benme	kabe	z	y\th/kagr","2|3SG>2|3DU:IRR:PFV\speak	2NSG:POSS	man	IAM	3SG.M:NPST:STAT\be_inside","She said ""Your husband is inside.","","WORD_ALIGNED"
"a1819","zyamnzr","z=	ya\m/nzr","PROX=	3SG.M:NPST:IPFV\sit","He is sitting here.","","WORD_ALIGNED"
"a1820","nzürna ŋare z nziyanathr","nzürna	ŋare	z	nz=	ya\na/thr","spirit_woman	woman	IAM	IPST=	2|3SG>3SG.M:NPST:IPFV\eat","The Nzürna has just eaten him.""","","WORD_ALIGNED"
